mean,standard_deviation,median,min_value,max_value,range,interquartile_range,q1,q3,kurtosis,skewness,station,channel,class
-8175.8114856429465,1457.5962000207812,-8109.0,-12557,-3548,9009,1879.0,-9094.0,-7215.0,0.15224649776450772,-0.10213123273528248,MELAB,HHZ,BEBENG
35.265822784810126,2815.096538358431,49.0,-12352,8617,20969,3193.0,-1566.0,1627.0,1.2741227164300133,-0.2017688783568986,MEPAS,HHE,BEBENG
248.99866755496336,3824.5915659366906,16.0,-11853,18202,30055,4111.0,-1772.0,2339.0,1.7329444357076191,0.33581555918175054,MEPAS,HHN,BEBENG
-16.403064623584278,1939.5959123560888,-94.0,-7019,6560,13579,2072.0,-1034.0,1038.0,1.1122308974293587,0.14660725630075663,MEPAS,HHZ,BEBENG
-12440.876748834111,1569.2543747283146,-12472.0,-18260,-6914,11346,1582.0,-13152.0,-11570.0,0.8822567323452946,-0.10697248440600751,MELAB,HHE,BEBENG
-11006.979347101933,1416.886839058331,-11045.0,-16332,-5929,10403,1167.0,-11554.0,-10387.0,1.1623880291445206,-0.13425838160387443,MELAB,HHN,BEBENG
-8254.582278481013,901.738821088512,-8267.0,-11504,-5147,6357,736.0,-8625.0,-7889.0,1.1986300262698162,0.19264838981023047,MELAB,HHZ,BEBENG
-75.68287808127914,2727.0541906962508,68.0,-9717,11514,21231,2490.0,-1347.0,1143.0,1.5219966992911784,0.049709797092989796,MEPAS,HHE,BEBENG
205.07328447701533,3228.09436486505,83.0,-10377,14658,25035,2835.0,-1199.0,1636.0,1.1238653220215564,0.16966750939501848,MEPAS,HHN,BEBENG
2.5296469020652896,1618.113057867645,-13.0,-5561,8233,13794,1239.0,-669.0,570.0,2.058443384901784,0.31080788367760215,MEPAS,HHZ,BEBENG
-13100.043970686209,1883.026098564057,-12625.0,-23240,-7508,15732,2106.0,-14013.0,-11907.0,1.9214750718608409,-1.034195319469867,MELAB,HHE,BEBENG
-11439.7725,1162.7221862553483,-11392.5,-16031,-7328,8703,1375.25,-12132.0,-10756.75,0.9854228753950482,-0.045610241677031045,MELAB,HHN,BEBENG
-7898.910891089109,1944.4088164593757,-7478.0,-11830,-4131,7699,2985.0,-9414.0,-6429.0,-0.8904642752292373,-0.20854698495517093,MELAB,HHZ,BEBENG
106.78347768154563,1360.2307757305991,126.0,-4500,7350,11850,1647.0,-706.0,941.0,1.485564633591741,0.186605282598562,MEPAS,HHE,BEBENG
97.97268487674883,1362.722168350777,64.0,-4439,6153,10592,1715.0,-769.0,946.0,0.6078467103164709,0.1499517220180222,MEPAS,HHN,BEBENG
-24.872085276482345,729.0777083117254,-67.0,-3050,2387,5437,892.0,-465.0,427.0,0.7629569282336557,-0.011437712393211041,MEPAS,HHZ,BEBENG
-12925.573617588274,2212.621802278214,-12880.0,-23097,-4649,18448,1889.0,-13874.0,-11985.0,3.1710030337449844,-0.24671304693475887,MELAB,HHE,BEBENG
-11238.213191205863,1768.3083896232583,-11211.0,-19707,-3411,16296,1726.0,-12157.0,-10431.0,2.4099700744824775,0.0864025400883831,MELAB,HHN,BEBENG
-8304.378414390407,1431.2333962998352,-8194.0,-13261,-2795,10466,1661.0,-9217.0,-7556.0,1.0998869513620804,0.03341779289100727,MELAB,HHZ,BEBENG
-19.96469020652898,4245.604574217745,85.0,-17018,13116,30134,3780.0,-1727.0,2053.0,1.7456443912882218,-0.4686682426776816,MEPAS,HHE,BEBENG
-65.69553630912725,5737.254447745421,121.0,-25066,33545,58611,5128.0,-2551.0,2577.0,3.5285003294788737,0.13690187779076082,MEPAS,HHN,BEBENG
30.849433710859426,2567.5999089525308,80.0,-9943,12377,22320,2044.0,-1064.0,980.0,3.1927240381806783,0.3194008060590171,MEPAS,HHZ,BEBENG
-12543.881412391738,998.5609969106725,-12533.0,-16833,-8414,8419,1026.0,-13033.0,-12007.0,2.5996902935446276,-0.3288190908087771,MELAB,HHE,BEBENG
-11065.097934710193,891.4627151788397,-11114.0,-15677,-6978,8699,1053.0,-11621.0,-10568.0,2.3947412424137786,0.2925044618397463,MELAB,HHN,BEBENG
-7837.8367754830115,657.7788645511718,-7794.0,-9991,-5513,4478,933.0,-8325.0,-7392.0,0.1729040095019747,-0.00027761828477384614,MELAB,HHZ,BEBENG
-48.69153897401732,1515.4906510805959,-83.0,-6237,5870,12107,1852.0,-959.0,893.0,1.3241672613718496,0.028107082520361346,MEPAS,HHE,BEBENG
-414.76882078614256,2019.7046209821206,-286.0,-8122,7592,15714,2395.0,-1562.0,833.0,1.2402550507880061,-0.4127794496379408,MEPAS,HHN,BEBENG
-48.383744170552966,1095.7006680687177,-46.0,-4623,4846,9469,1185.0,-645.0,540.0,2.2683300037789413,0.1294929728611608,MEPAS,HHZ,BEBENG
-12929.391072618255,2202.442184162208,-12911.0,-20192,2168,22360,1424.0,-13771.0,-12347.0,7.523824155349594,1.3969308180448308,MELAB,HHE,BEBENG
-11010.000666222519,1790.74844260059,-11103.0,-19189,-2687,16502,1162.0,-11633.0,-10471.0,4.329198957802647,-0.1137162679499793,MELAB,HHN,BEBENG
-7855.913391072619,1644.531066760633,-7811.0,-15569,-974,14595,959.0,-8300.0,-7341.0,3.928630521743049,-0.2523479150544708,MELAB,HHZ,BEBENG
16.72751499000666,3652.5493353643983,-111.0,-20788,19980,40768,1826.0,-957.0,869.0,7.102189486487081,0.2890101681096546,MEPAS,HHE,BEBENG
190.59493670886076,4799.504426707654,447.0,-22032,25280,47312,3155.0,-1279.0,1876.0,4.923142902163615,-0.09171569298250763,MEPAS,HHN,BEBENG
-49.103264490339775,2019.6574971329962,-129.0,-13019,9075,22094,1332.0,-701.0,631.0,4.995796793213334,-0.16696062449469098,MEPAS,HHZ,BEBENG
-12416.986009327115,3229.423782321997,-12472.0,-25306,-1356,23950,2694.0,-13732.0,-11038.0,1.4982694384476076,0.0268143644315553,MELAB,HHE,BEBENG
-10795.946702198535,3883.514857624622,-10653.0,-28353,5022,33375,2922.0,-12213.0,-9291.0,2.9458095277670493,-0.29572840241608866,MELAB,HHN,BEBENG
-7841.803464357095,2663.776384308111,-7765.0,-20572,2728,23300,2119.0,-8918.0,-6799.0,3.0706761334043433,-0.33758258608582237,MELAB,HHZ,BEBENG
-108.05596269153898,7518.924396889624,20.0,-22540,32987,55527,4754.0,-2626.0,2128.0,2.3560085905594734,0.33170197504365057,MEPAS,HHE,BEBENG
47.89806795469687,9468.230263820009,158.0,-47085,54016,101101,6355.0,-3195.0,3160.0,5.632169443424214,-0.015343428426895376,MEPAS,HHN,BEBENG
-27.382411725516324,3659.0050593452634,41.0,-15298,15015,30313,2864.0,-1510.0,1354.0,2.4102162645814706,-0.16108881142412743,MEPAS,HHZ,BEBENG
-12159.708860759494,1032.064371024151,-12046.0,-15651,-9233,6418,1418.0,-12837.0,-11419.0,-0.006792076727722751,-0.4839445573715082,MELAB,HHE,BEBENG
-10864.467688207862,951.3193355211984,-10719.0,-14524,-7153,7371,1007.0,-11319.0,-10312.0,1.286024921456839,-0.5512068045608274,MELAB,HHN,BEBENG
-8218.414390406395,596.2265722154912,-8232.0,-10220,-5897,4323,686.0,-8576.0,-7890.0,1.1974788146972157,0.12796063408791525,MELAB,HHZ,BEBENG
215.28247834776815,2138.371550711785,137.0,-7837,8794,16631,2311.0,-1030.0,1281.0,1.8984589402417065,0.5039800920841975,MEPAS,HHE,BEBENG
-422.57828114590274,2494.381947330547,-476.0,-9286,10578,19864,2426.0,-1722.0,704.0,1.3269439040715652,0.27952170700078244,MEPAS,HHN,BEBENG
10.550299800133244,1074.0633536139874,8.0,-4122,3709,7831,1271.0,-633.0,638.0,0.5482399573116989,0.034241361385479265,MEPAS,HHZ,BEBENG
-12161.899400399734,1071.1415995665989,-12203.0,-17320,-7629,9691,1307.0,-12811.0,-11504.0,1.8065520215232214,-0.005141620485167822,MELAB,HHE,BEBENG
-11074.251165889407,999.5007762240732,-10999.0,-16987,-7932,9055,1219.0,-11644.0,-10425.0,2.633931646237932,-0.8316582890953345,MELAB,HHN,BEBENG
-8235.91672218521,669.2430143468172,-8282.0,-11278,-5606,5672,844.0,-8638.0,-7794.0,1.2476263044057427,0.07922577110283006,MELAB,HHZ,BEBENG
37.51765489673551,2093.8890361376984,144.0,-8179,8876,17055,2195.0,-1117.0,1078.0,2.3524354124125892,-0.19398389262764268,MEPAS,HHE,BEBENG
-153.62891405729513,2540.9245709164006,-57.0,-12260,11048,23308,2370.0,-1337.0,1033.0,3.00420392106661,-0.11691789460720291,MEPAS,HHN,BEBENG
13.25582944703531,1247.272435685877,15.0,-5082,5151,10233,1049.0,-533.0,516.0,2.455084040345211,0.10474925533118207,MEPAS,HHZ,BEBENG
-12884.839440373085,2433.6722851846007,-13010.0,-22557,-2951,19606,1540.0,-13780.0,-12240.0,2.843940259500381,0.326391232040229,MELAB,HHE,BEBENG
-11135.736175882745,1974.0119027897297,-11049.0,-19114,-1773,17341,1240.0,-11733.0,-10493.0,3.463184492514073,0.1737548529998095,MELAB,HHN,BEBENG
-8265.818787475017,1286.9662819978862,-8289.0,-15629,-2205,13424,864.0,-8683.0,-7819.0,4.729696116006094,-0.3581692993552981,MELAB,HHZ,BEBENG
-22.98934043970686,3685.27738914314,56.0,-17823,17119,34942,2015.0,-965.0,1050.0,4.170109772532917,-0.1453976478653874,MEPAS,HHE,BEBENG
-96.7981345769487,4653.623405121224,-367.0,-18847,19607,38454,2712.0,-1375.0,1337.0,3.34085635216356,0.3050197472588439,MEPAS,HHN,BEBENG
0.9380413057961359,2143.856822514414,13.0,-9829,10140,19969,1238.0,-593.0,645.0,3.9803911774764593,-0.10918416000759214,MEPAS,HHZ,BEBENG
-12066.704863424384,1375.4463158521082,-11885.0,-17419,-7442,9977,1604.0,-12782.0,-11178.0,0.5399412629073117,-0.5206750582607034,MELAB,HHE,BEBENG
-11097.685384615384,920.4815513641623,-11080.0,-15034,-7523,7511,984.25,-11556.25,-10572.0,2.0966563214717935,-0.4504209504978871,MELAB,HHN,BEBENG
-8303.40106595603,735.6706125742639,-8293.0,-10594,-5492,5102,796.0,-8698.0,-7902.0,1.0651368615297763,0.06891213164975742,MELAB,HHZ,BEBENG
-28.985343104596936,1942.2868945818627,51.0,-9293,7727,17020,1728.0,-905.0,823.0,2.321405201953379,-0.16884135089016555,MEPAS,HHE,BEBENG
-42.895403064623586,2815.0058757189063,-215.0,-10683,9514,20197,2776.0,-1456.0,1320.0,1.2712741780027752,0.021328954391025244,MEPAS,HHN,BEBENG
-6.75616255829447,1079.8119869768311,9.0,-4452,4888,9340,1166.0,-562.0,604.0,1.8803160531405245,-0.1035717276425969,MEPAS,HHZ,BEBENG
-11276.676215856096,4556.439557753944,-12004.0,-28360,13857,42217,2994.0,-13228.0,-10234.0,4.708117928422053,0.9581874615668309,MELAB,HHE,BEBENG
-10766.696868754163,4830.437099511316,-10855.0,-32431,18309,50740,1763.0,-11729.0,-9966.0,5.95328142869292,0.5578110998092878,MELAB,HHN,BEBENG
-8320.596935376416,2914.4236068430155,-8304.0,-22310,4161,26471,1061.0,-8886.0,-7825.0,4.195673052242492,-0.03170800431966392,MELAB,HHZ,BEBENG
-14.23850766155896,8570.307349935663,-51.0,-57216,40422,97638,2989.0,-1492.0,1497.0,6.282153436692941,-0.32788313000708874,MEPAS,HHE,BEBENG
-18.98334443704197,10747.824371033517,-66.0,-52139,49308,101447,3504.0,-1674.0,1830.0,4.104178379038257,-0.10310807193526683,MEPAS,HHN,BEBENG
-15.237175216522319,5141.394805758255,-57.0,-25104,21739,46843,2206.0,-1080.0,1126.0,3.8373210553735086,-0.12064501570283886,MEPAS,HHZ,BEBENG
-11573.232511658895,1026.886078989683,-11674.0,-13754,-8227,5527,1602.0,-12392.0,-10790.0,-0.5513311831065573,0.300667099630955,MELAB,HHE,BEBENG
-10976.324450366423,563.5102195022365,-10984.0,-12657,-8675,3982,752.0,-11367.0,-10615.0,0.3972165540736965,0.18280207744826305,MELAB,HHN,BEBENG
-8455.851432378415,460.00886347616085,-8427.0,-10096,-7073,3023,565.0,-8728.0,-8163.0,0.42342801771785865,-0.23022649924539615,MELAB,HHZ,BEBENG
-80.16922051965356,1075.439959554966,-50.0,-4781,3804,8585,1199.0,-641.0,558.0,1.2147324476719294,-0.29056319586291246,MEPAS,HHE,BEBENG
-67.2491672218521,1330.6351568307182,-152.0,-4896,5268,10164,1480.0,-852.0,628.0,1.1392533409773664,0.32178577693965854,MEPAS,HHN,BEBENG
-31.509660226515656,716.4252219695844,-85.0,-2608,2848,5456,688.0,-410.0,278.0,1.3505132874600658,0.3239534828517337,MEPAS,HHZ,BEBENG
-12965.161225849433,1642.9428133475237,-12955.0,-17690,-7851,9839,2328.0,-14216.0,-11888.0,-0.26335381818768555,0.14517463414901288,MELAB,HHE,BEBENG
-11454.51232511659,1062.0539002439134,-11399.0,-14713,-7557,7156,1431.0,-12180.0,-10749.0,0.22325119826429018,0.13287954421912296,MELAB,HHN,BEBENG
-8354.538307794803,719.1733433832063,-8335.0,-10655,-6077,4578,970.0,-8844.0,-7874.0,0.060782496795922736,-0.041439114852430944,MELAB,HHZ,BEBENG
51.84143904063957,1679.5357556793062,43.0,-6097,6263,12360,2214.0,-1045.0,1169.0,0.23864440752709504,0.010933397682376144,MEPAS,HHE,BEBENG
338.82278481012656,2190.685787394998,292.0,-7325,7207,14532,3003.0,-1215.0,1788.0,0.10642603275186291,0.0972402151183615,MEPAS,HHN,BEBENG
50.859427048634245,1022.9225629763839,45.0,-3477,3436,6913,1317.0,-600.0,717.0,0.19025575680464524,-0.016504461706212746,MEPAS,HHZ,BEBENG
-12518.184543637575,1882.5842869636922,-12609.0,-18206,-6281,11925,2454.0,-13762.0,-11308.0,0.20579364057263838,0.19920732002934516,MELAB,HHE,BEBENG
-11027.282478347768,1739.1392290385495,-11079.0,-18340,-2809,15531,2136.0,-12149.0,-10013.0,1.2159272541305963,0.3062410430138844,MELAB,HHN,BEBENG
-8507.125916055962,946.0920409952479,-8511.0,-12145,-5563,6582,1165.0,-9084.0,-7919.0,0.6174105053733863,-0.11360234862938177,MELAB,HHZ,BEBENG
-44.860759493670884,2693.252781718604,-19.0,-12089,14448,26537,2736.0,-1354.0,1382.0,2.3091147895968698,0.03210867539912059,MEPAS,HHE,BEBENG
8.593604263824117,3327.222364819605,31.0,-17454,13243,30697,3270.0,-1588.0,1682.0,1.9878211522073492,-0.13486881814186316,MEPAS,HHN,BEBENG
27.383744170552966,1582.92019479195,33.0,-6669,7190,13859,1448.0,-696.0,752.0,1.8119353259763997,-0.059131569994457345,MEPAS,HHZ,BEBENG
-12883.232511658895,1461.9658476890222,-12744.0,-17194,-9481,7713,1985.0,-13857.0,-11872.0,-0.3618132393598681,-0.278337097896852,MELAB,HHE,BEBENG
-11133.510992671552,991.3893511038397,-11171.0,-13891,-7786,6105,1296.0,-11813.0,-10517.0,-0.0540242274138194,0.23418207833407925,MELAB,HHN,BEBENG
-8490.059960026649,662.7173034204679,-8495.0,-10637,-5967,4670,850.0,-8935.0,-8085.0,0.27318105059580855,0.12583724400490148,MELAB,HHZ,BEBENG
53.90672884743504,1707.0443533620119,49.0,-6887,5962,12849,2067.0,-964.0,1103.0,0.8543130672836101,-0.11764748590926202,MEPAS,HHE,BEBENG
-52.5489673550966,2013.4953161542612,27.0,-7277,6492,13769,2490.0,-1263.0,1227.0,0.33797115477370854,-0.17398609364465437,MEPAS,HHN,BEBENG
10.052631578947368,961.1953718501559,-26.0,-3068,4217,7285,1112.0,-569.0,543.0,1.2249869972709382,0.3275313242299295,MEPAS,HHZ,BEBENG
-12851.77748167888,1912.4242996742635,-13460.0,-19183,-6034,13149,2158.0,-14098.0,-11940.0,1.0275102573598573,1.025816731690541,MELAB,HHE,BEBENG
-11334.505662891406,1463.5323629776424,-11474.0,-17830,-5799,12031,1357.0,-12022.0,-10665.0,2.562363554970837,0.09532306341849837,MELAB,HHN,BEBENG
-8551.129913391072,926.2587415370197,-8553.0,-12969,-4882,8087,1012.0,-8992.0,-7980.0,2.2466973711147613,-0.6005210532649577,MELAB,HHZ,BEBENG
-74.82611592271819,2587.3913678356826,-136.0,-9736,11234,20970,2446.0,-1256.0,1190.0,2.258871801873738,0.053347297359038544,MEPAS,HHE,BEBENG
-20.187874750166557,3321.6505508193322,-12.0,-12398,15108,27506,2795.0,-1467.0,1328.0,2.564791738767558,0.2559092726680241,MEPAS,HHN,BEBENG
9.936042638241172,1580.981654304027,58.0,-6088,6548,12636,1345.0,-687.0,658.0,2.1034579886360616,0.171622197527025,MEPAS,HHZ,BEBENG
-11464.531645569621,852.8165217782848,-11444.0,-14591,-7583,7008,795.0,-11855.0,-11060.0,2.578041927903657,0.06452437773399478,MELAB,HHN,BEBENG
-13391.389740173217,1162.4696885582814,-13300.0,-18719,-9327,9392,1239.0,-13934.0,-12695.0,1.5311748844082516,-0.5163833013115198,MELAB,HHE,BEBENG
-8687.071285809461,637.0788312996167,-8656.0,-10909,-6298,4611,788.0,-9072.0,-8284.0,1.039804492871851,-0.3024721323429534,MELAB,HHZ,BEBENG
-51.819453697534975,1404.5638555432201,-177.0,-5456,5769,11225,1136.0,-704.0,432.0,2.7125297843859446,0.3585035481674008,MEPAS,HHE,BEBENG
2.737508327781479,1836.4196335093536,-130.0,-7215,6890,14105,2072.0,-1041.0,1031.0,1.32859981113047,0.34238023297861303,MEPAS,HHN,BEBENG
30.71952031978681,927.1672850654869,22.0,-3680,4290,7970,712.0,-323.0,389.0,2.7810747857967915,-0.041473398718073644,MEPAS,HHZ,BEBENG
-11011.978014656896,5269.901965410075,-11127.0,-35232,10759,45991,2324.0,-12173.0,-9849.0,3.7250017041884043,-0.24873314399297347,MELAB,HHE,BEBENG
-10777.493004663558,4553.85931875236,-10850.0,-32122,5387,37509,2312.0,-11968.0,-9656.0,3.6914466226860663,-0.29263629827620935,MELAB,HHN,BEBENG
-8785.732844770153,3450.137661600066,-8758.0,-23028,4675,27703,1329.0,-9403.0,-8074.0,3.379278716133343,-0.14362146306312287,MELAB,HHZ,BEBENG
17.16522318454364,7074.358946341497,-28.0,-29455,36197,65652,2962.0,-1488.0,1474.0,4.488573075318028,0.5208254396694723,MEPAS,HHE,BEBENG
-85.76082611592271,8975.790235100641,-160.0,-52559,41958,94517,3414.0,-1878.0,1536.0,5.646382933878979,-0.14619414209867876,MEPAS,HHN,BEBENG
55.26715522984677,4340.641404836031,15.0,-21740,18856,40596,1598.0,-901.0,697.0,4.330838027640038,0.319688970529639,MEPAS,HHZ,BEBENG
-14067.188540972686,650.2386532838951,-13997.0,-16265,-12420,3845,906.0,-14502.0,-13596.0,-0.32975809346754614,-0.2927803761157377,MELAB,HHE,BEBENG
-11563.196535642905,519.4989751910076,-11567.0,-13156,-9710,3446,740.0,-11943.0,-11203.0,-0.3357440475471405,0.04512145200244548,MELAB,HHN,BEBENG
-8713.683544303798,385.1758163696403,-8704.0,-10167,-7327,2840,504.0,-8963.0,-8459.0,0.5555994118520657,-0.07756851569975165,MELAB,HHZ,BEBENG
58.563624250499664,803.5130805420581,71.0,-2508,2775,5283,1118.0,-523.0,595.0,-0.024710074471951504,0.03709319944506287,MEPAS,HHE,BEBENG
-43.810792804796804,851.1872455725713,-62.0,-3448,2745,6193,1095.0,-615.0,480.0,0.5553846506542106,0.1642962306020747,MEPAS,HHN,BEBENG
-2.4976682211858763,518.5313455555765,-7.0,-2193,1989,4182,530.0,-267.0,263.0,2.1841745550917278,0.033967069467015554,MEPAS,HHZ,BEBENG
-12633.30113257828,2077.798935327546,-12838.0,-21252,-3900,17352,1689.0,-13602.0,-11913.0,2.850067163978813,0.5195876001829974,MELAB,HHE,BEBENG
-11003.340439706863,1526.258965925997,-11068.0,-16511,-3910,12601,1229.0,-11682.0,-10453.0,2.6649041459515157,0.5623873204209948,MELAB,HHN,BEBENG
-8832.990006662225,1174.2919317072813,-8865.0,-13629,-3420,10209,1051.0,-9361.0,-8310.0,2.1067078863684463,0.042770455001384766,MELAB,HHZ,BEBENG
65.72218520986009,3184.5452272757007,48.0,-14116,11370,25486,2574.0,-1143.0,1431.0,2.227582614322877,-0.16605433058755864,MEPAS,HHE,BEBENG
276.9553630912725,3744.122648774589,179.0,-16162,15275,31437,2967.0,-1173.0,1794.0,1.9588789281513082,0.05002864330734599,MEPAS,HHN,BEBENG
-31.626915389740173,2173.0099973115944,-9.0,-12629,7231,19860,1483.0,-625.0,858.0,3.8985869250623155,-0.7830222751592629,MEPAS,HHZ,BEBENG
-13259.383077948034,4305.080933570284,-13842.0,-28682,3015,31697,4000.0,-15196.0,-11196.0,1.3446674118849646,0.24611555229526025,MELAB,HHE,BEBENG
-11258.290473017989,4140.024460219412,-11215.0,-28729,4525,33254,2440.0,-12396.0,-9956.0,2.0778929499255323,-0.1697648051214689,MELAB,HHN,BEBENG
-8696.93271152565,2550.38354944958,-8727.0,-18033,1974,20007,1487.0,-9381.0,-7894.0,2.2856376040954665,-0.242647228551743,MELAB,HHZ,BEBENG
15.617588274483678,7774.081968183237,-26.0,-30078,27145,57223,5947.0,-3063.0,2884.0,1.2787010115377706,-0.07580544267753139,MEPAS,HHE,BEBENG
-320.42238507661557,9619.997931531489,-55.0,-38859,31648,70507,5564.0,-3536.0,2028.0,1.8609461833621959,-0.1840224676402303,MEPAS,HHN,BEBENG
-24.23784143904064,4485.486735746304,-62.0,-18223,19915,38138,3078.0,-1607.0,1471.0,1.429115843762883,0.08216329680254088,MEPAS,HHZ,BEBENG
-13640.955223880597,7270.652802336558,-13333.0,-40765,3674,44439,6493.0,-16359.0,-9866.0,1.68079724986542,-0.6442932023294734,MELAB,HHE,BEBENG
-10370.316831683169,6720.521118011421,-10500.0,-23533,5663,29196,8410.0,-14732.0,-6322.0,-0.15863766107987054,0.3964665496936278,MELAB,HHN,BEBENG
-8935.05315614618,4098.7183845496775,-9076.0,-19318,1489,20807,5478.0,-11617.0,-6139.0,-0.21084891316261478,0.07393535058573374,MELAB,HHZ,BEBENG
198.17455029980013,7017.538367904745,266.0,-28732,29955,58687,7101.0,-3343.0,3758.0,2.404000387494145,0.2058132205221732,MEPAS,HHE,BEBENG
-475.7641572285143,8528.759353325459,-345.0,-38754,39046,77800,8170.0,-4456.0,3714.0,3.1644341650595234,-0.010861535912966258,MEPAS,HHN,BEBENG
